ID,title,author,numAuthors,binding,publisher,isbn,pubYear,pubMonth,pubDay,pages,volume,lang,editionDescr
2438,Instrumentation in Scientific Research : Electrical Input Transducers,"Lion, Kurt S.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070379756,1959,,,,,ENG,
2439,Probabilistic Structural Dynamics : Advanced Theory and Applications,"Lin, Y. K. Cai, G. Q.",2,Trade Cloth,McGraw-Hill Higher Education,9780070380387,1994,1,,496,,ENG,Revised
2440,Linear Systems Analysis,"Liu, Chung L. Liu, J. W.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070381209,1975,,,416,,ENG,
2441,Pathology,"Linardakis, Linas M.",1,Paperback,McGraw-Hill Professional Publishing,9780070382169,1997,1,,128,,ENG,
2442,Fiber Optics Communications : Systems Analysis and Enhancements,"Lachs, Gerald",1,Trade Cloth,McGraw-Hill Professional Publishing,9780070382794,1998,3,,450,,ENG,
2443,In Search of the Perfect Job,"Robertson, David P. Lowstuter, Clyde C.",2,Paperback,"McGraw-Hill Companies, The",9780070388819,1992,6,,320,,ENG,
2444,Childbearing : A Book of Alternatives,"Hawes, Gene R. Lubic, Ruth W.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070389083,1987,1,,,,ENG,
2445,Caribbean Hideaway,"Lupin, Howard Lupin, Mimi",2,Audio Cassette,HarperCollins Publishers,9780070391642,,,,,,ENG,Abridged
2446,Digital Video in the PC Environment : Featuring DVI Technology,"Luther, Arch C.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070391765,1989,1,,370,,ENG,
2447,Computer Studies : Computers in Education,"Hirschbuhl, John Bishop, Dwight",2,Paperback,McGraw-Hill Higher Education,9780070393981,1999,8,,240,,ENG,
2448,Math 1,"Maher, Carolyn Alexander Rosenauer, Walter",2,Trade Cloth,"McGraw-Hill Companies, The",9780070395923,1981,,,"iii, 32",,ENG,
2449,Witchcraft,"Mair, L.",1,Paperback,"McGraw-Hill Companies, The",9780070397231,1969,,,,,ENG,
2450,Finite Mathematics,Maki,1,Trade Cloth,"McGraw-Hill Companies, The",9780070397521,1989,9,,,,ENG,Teacher's Edition of Textbook
2451,Electronic Principles,"Malvino, Albert P.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070398672,1979,2,,,,ENG,
2452,Anthropology : 1999-2000 Edition,"Angeloni, Elvio",1,Paperback,McGraw-Hill Higher Education,9780070400979,1999,1,,240,,ENG,Student Edition of Textbook
2453,Experiencing Social Psychology : Readings and Projects,"Maslach, Christina Pines, Ayala Malach",2,Paperback,McGraw-Hill Higher Education,9780070407732,1993,1,,352,,ENG,
2454,Healthcare Advertising and Marketing : A Practical Approach to Effective Communications,"Meade, Patricia S.",1,Trade Cloth,McGraw-Hill Professional Publishing,9780070412361,1998,1,,225,,ENG,
2455,Magnetic Recording Handbook : Technology and Applications,"Mee, C. Dennis Daniel, Eric D.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070412743,1990,1,,1216,,ENG,
2456,Siliconnections : Coming of Age in the Electronic Era,"Mims, Forrest M., III",1,Trade Cloth,"McGraw-Hill Companies, The",9780070424111,1985,0,,240,,ENG,
2457,Managing Change : The Strategies of Making Change Work for You,"Morgan, John S.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070431140,1972,4,,256,,ENG,
2458,Get Rolling,"Miller, Liz",1,Paperback,McGraw-Hill Trade,9780070432581,1998,1,,144,,ENG,
2459,Conquering Uncertainty : Understanding Corporate Cycles and Positioning Your Company to Survive the Changing Environment,"Modis, Theodore",1,Trade Cloth,McGraw-Hill School Education Group,9780070434059,1998,4,,224,,ENG,
2460,Cuento Hisp�nico : A Graded Literary Anthology,,0,Paperback,McGraw-Hill Higher Education,9780070439559,1994,1,,256,,ENG,
2461,Plumbing Design and Installation Details,"Mueller, Jerome F.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070439634,1987,1,,,,ENG,
2462,Materials Handling Handbook,"Mulcahy, David E.",1,Trade Cloth,McGraw-Hill Professional Publishing,9780070440142,1998,9,30,768,,ENG,
2463,Children Come First : The Inspired Work of English Primary Schools,"Ketchum, Liza Murrow, Casey",2,Trade Cloth,American Heritage Press,9780070440821,1971,,,271,,ENG,
2464,Single After Fifty : How to Have the Time of Your Life,"Anderson, Beverly McConnell, Adeline P.",2,Paperback,"McGraw-Hill Companies, The",9780070448742,1980,,,312,,ENG,
2465,Writer's Handbook,"Day, Susan McMahan, Elizabeth",2,Trade Cloth,McGraw-Hill Higher Education,9780070454231,1980,2,,,,ENG,
2466,McGraw-Hill Encyclopedia of Engineering,McGraw-Hill Staff,1,Trade Cloth,"McGraw-Hill Companies, The",9780070454866,1983,4,,1264,,ENG,
2467,Abstract for Action,National Commission for the Study of Nursing and Nurses,1,Trade Cloth,"McGraw-Hill Companies, The",9780070457973,1970,,,,,ENG,
2468,Linear and Nonlinear Programming,"Sofer, Ariela Nash, Stephen G.",2,Trade Cloth,McGraw-Hill Higher Education,9780070460652,1995,2,,692,,ENG,
2469,TX Advanced Diemaking,"Ostergaard, D. Eugene",1,Trade Cloth,"McGraw-Hill Companies, The",9780070460935,1967,1,,166,,ENG,
2470,Creative Counselor,"Nicholson, James A. Golsan, Gordon G.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070464902,1983,1,,224,,ENG,
2471,American Indian : Past and Present,"Nichols, Roger L.",1,Paperback,McGraw-Hill Higher Education,9780070466005,1998,9,,336,,ENG,
2472,Gary Player on Golf,,0,"""Video, VHS Format""",McGraw-Hill Home Video,9780070474598,,,,,,ENG,
2473,School Finance : A Policy Perspective,"Odden, Allan R. Picus, Lawrence O.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070474864,1991,9,,,,ENG,
2474,Directing Construction for Profit : Business Aspects of Contracting,"Oppenheimer, Samuel P.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070476462,1986,0,,,,ENG,
2475,How to Make Money in Stocks : A Winning System in Good Times or Bad,"O'Neil, William J.",1,Paperback,"McGraw-Hill Companies, The",9780070478930,1990,9,,224,,ENG,Revised
2476,Elusive Eden : A New History of California,"Rice, Richard Bullough, Bonnie Bullough, William Orsi, Richard J.",4,Paperback,McGraw-Hill Higher Education,9780070479081,1996,3,,678,,ENG,
2477,Norman Rockwell Illustrated Cookbook : Classic American Recipes,"Rockwell, Norman Mendoza, George",2,Trade Cloth,"McGraw-Hill Companies, The",9780070479326,1988,1,,,,ENG,
2478,American Democracy : State and Local Supplement,"Patterson, Thomas E.",1,Paperback,"McGraw-Hill Companies, The",9780070488274,1990,8,,,,ENG,
2479,"Microsoft Office with Windows 95, Word 7.0, Excel 7.0, Access 7.0","O'Leary, Timothy J. O'Leary, Linda I.",2,Paperback,"McGraw-Hill Companies, The",9780070491038,1996,6,,,,ENG,
2480,Hands-on BASIC : For the Apple II Plus Computer,"Peckham, Herbert D.",1,Paperback,"McGraw-Hill Companies, The",9780070491793,1983,1,,,,ENG,
2481,Principles of Electrical Engineering,"Giuma, Tayeb A. Peebles, Peyton Z., Jr.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070492523,1991,1,,,,ENG,
2482,Reflections of Jesse Stuart on a Land of Many Moods,"Perry, Dick",1,Trade Cloth,"McGraw-Hill Companies, The",9780070494503,1971,,,"xiii, 229",,ENG,
2483,Financial Management and Analysis,"Peterson, Pamela P.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070496675,1994,1,,864,,ENG,
2484,Program Logic Controll Act Manual,Petruzella,1,Other,"McGraw-Hill Companies, The",9780070496880,1989,6,,,,ENG,
2485,One Thousand Solved Problems in Heat Transfer,"Pitts, Donald R.",1,Paperback,"McGraw-Hill Companies, The",9780070502048,1990,8,,750,,ENG,
2486,Nuclear Physics,Berkeley Physics Laboratory Staff,1,Trade Cloth,"McGraw-Hill Companies, The",9780070504912,1971,,,,11,ENG,
2487,Ultrasound in Obstetrics and Gynecology,"Thomsen, Russel J. Popp, Lothar",2,Trade Cloth,"McGraw-Hill Companies, The",9780070505070,1978,4,,"xiii, 141",,ENG,
2488,Prisoner's Dilemma,"Powers, Richard",1,Trade Cloth,"McGraw-Hill Companies, The",9780070506121,1989,3,,,,ENG,
2489,Kitchens : A Professional's Illustrated Design and Remodeling Guide,"Powers, Chase",1,Trade Cloth,McGraw-Hill Professional Publishing,9780070507135,1996,2,,288,,ENG,
2490,Why? : Experiments for the Young Scientist,"Prochnow, Dave Prochnow, Kathy",2,Paperback,"McGraw-Hill Companies, The",9780070510586,1992,1,,,,ENG,
2491,How to Start and Operate an Electrical Contracting Business,"Ray, Charles L.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070512436,1988,6,,176,,ENG,
2492,Administrator's Job : Issues and Dilemmas,"Ready, R. K.",1,Paperback,"McGraw-Hill Companies, The",9780070513006,1967,,,,,ENG,
2493,Applying Psychology,"Quinn, Virginia N.",1,Paperback,McGraw-Hill Higher Education,9780070513396,1994,9,,546,,ENG,Revised
2494,Finite Element Method : A Variational Approach,"Reddy, J. N.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070513464,1983,1,,480,,ENG,
2495,Introducing WordPerfect for Windows,"Pitter, Keiko",1,Paperback,"McGraw-Hill Companies, The",9780070515888,1993,1,,150,,ENG,
2496,Introducing Microsoft Works 3.0 for Windows,"Trainor, Timothy N. Pitter, Keiko",2,Trade Cloth,"McGraw-Hill Companies, The",9780070515956,1994,9,,,,ENG,
2497,Current Clinical Topics in Infectious Diseases 15,"Swartz, Morton N. Remington, Jack S.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070518513,1981,1,,384,2,ENG,
2498,Amnesty of John David Herndon,"Reston, James",1,Trade Cloth,"McGraw-Hill Companies, The",9780070519206,1972,,,"xxii, 146",,ENG,
2499,Behavioral Sciences : PreTest Self-Assessment and Review,,0,Trade Cloth,McGraw-Hill Medical Publishing Division,9780070519411,1986,,,236,,ENG,
2500,Essentials of Clinical Geriatric Medicine,"Ouslander, Joseph G. Kane, Robert L. Abrass, Itamar B.",3,Trade Cloth,McGraw-Hill Professional Publishing,9780070519688,1989,2,,448,,ENG,
2501,"Standard and Poor's Stock and Bond Guide, 1996",McGraw-Hill Staff,1,Paperback,"McGraw-Hill Companies, The",9780070522381,1996,3,,500,,ENG,
2502,Mathematics of Drugs and Solutions with Clinical Applications,"Richardson, Judith Knight Richardson, Lloyd I.",2,Paperback,"McGraw-Hill Companies, The",9780070523142,1985,1,,192,,ENG,
2503,Dr. Batch File's Ultimate Collection,"Richardson, Ronny",1,Trade Cloth,"McGraw-Hill Companies, The",9780070523586,1992,1,,,,ENG,
2504,Dictionary of Bioscience,McGraw-Hill Staff,1,Paperback,McGraw-Hill Professional Publishing,9780070524309,1996,1,,511,,ENG,
2505,Every Student's Guide to the World Wide Web : With Internet Explorer,"Pitter, Keiko",1,Paperback,McGraw-Hill Higher Education,9780070524910,1999,1,,140,,ENG,
2506,Canned Code for DOS and Windows,"Rimmer, Steve W.",1,Paperback,"McGraw-Hill Companies, The",9780070530034,1994,1,,,,ENG,
2507,Constructing Windows Dialogs,"Rimmer, Steve W.",1,Paperback,McGraw-Hill Osborne,9780070530096,1994,4,,"xiv, 434",,ENG,
2508,Beyond Competition : From Competition and Collaboration to Transcompetition,"Robbins, Harvey Finley, Michael",2,Trade Cloth,McGraw-Hill Trade,9780070530829,1998,2,,288,,ENG,
2509,Facilitation Skills : The ASTD Trainer's Sourcebook,"Kinlaw, Dennis C.",1,Paperback,"McGraw-Hill Companies, The",9780070534445,1996,5,,291,,ENG,
2510,Communications Receivers : Principles and Design,"Rhode, U. Bucher, T. T.",2,Trade Cloth,McGraw-Hill Professional Publishing,9780070535701,1988,1,,608,,ENG,
2511,Countercoup : The Struggle for the Control of Iran,"Roosevelt, Kermit",1,Paperback,"McGraw-Hill Companies, The",9780070535930,1981,,,,,ENG,
2512,Romeo and Juliet ; Julius Caesar ; Hamlet ; Macbeth : Modern Texts with Introductions,"Shakespeare, William Rowse, A. L.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070541740,1984,,,"xxi, 368",,ENG,
2513,McGraw-Hill Pictorial Atlas of the World,"Salt, J.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070544550,1987,4,,176,,ENG,
2514,Schaum's Outline of Development Economics,"Dowling, Edward T. Salvatore, Dominick",2,Paperback,"McGraw-Hill Companies, The",9780070544949,1977,9,,,,ENG,
2515,Communications for Leadership,"Scannell, Edward E.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070550377,1970,,,,,ENG,
2516,Nutrition : Basic Concepts and Applications,"Scheider, William L.",1,Paperback,"McGraw-Hill Companies, The",9780070552326,1983,1,,,,ENG,Teacher's Edition of Textbook
2517,Marketing : Concepts and Applications,"Schewe, Charles D. Smith, Reuben",2,Trade Cloth,"McGraw-Hill Companies, The",9780070552517,1983,2,,736,,ENG,
2518,Contemporary Issues in Special Education,"Schmid, Rex E. Nagata, Lynn",2,Trade Cloth,"McGraw-Hill Companies, The",9780070553316,1983,1,,304,,ENG,
2519,Handbook of Structural Ceramics,"Schwartz, Melvin M.",1,Trade Cloth,McGraw-Hill School Education Group,9780070557192,1991,2,,891,,ENG,
2520,Principles of Surgery,"Schwartz, Seymour I.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070558298,1989,,,"xx, 2132",,ENG,
2521,Auto Repair for Dummies,"Sclar, Deanna",1,Paperback,"McGraw-Hill Companies, The",9780070558786,1988,1,,480,,ENG,Revised
2522,Understanding Social Life : An Introduction to Social Psychology,"Secord, Paul F. Backman, Curl Slavitt, David R.",3,Trade Cloth,"McGraw-Hill Companies, The",9780070559172,1976,1,,,,ENG,
2523,Principles of Surgery,,0,Trade Cloth,McGraw-Hill Medical Publishing Division,9780070559288,1993,9,,2048,,ENG,
2524,Perception,"Sekuler, Robert Blake, Randolph",2,Trade Cloth,McGraw-Hill Higher Education,9780070560659,1990,2,,560,,ENG,
2525,Engine Tuneup,"Schultz, Morton J.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070560925,1977,,,50,,ENG,
2526,Final Examination,"Schultz, Morton J.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070561021,1978,,,,,ENG,
2527,Transformations in Metals,"Shewmon, Paul G.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070566941,1969,,,"xiii, 394",,ENG,
2528,Unwritten Rules of the Game,"Scott-Morgan, Peter B.",1,Trade Cloth,McGraw-Hill Trade,9780070570757,1998,2,,256,,ENG,
2529,"Training Effectiveness Handbook : A High-Results System for Design, Delivery, and Evaluation","Shapiro, Lester T.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070571099,1995,3,,576,,ENG,
2530,Design of User-Friendly Programs for Small Computers,"Simpson, Henry K.",1,Paperback,"McGraw-Hill Companies, The",9780070573000,1985,1,,256,,ENG,
2531,Mathematics for Industrial Careers,"Singer, Bernard M.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070574755,1973,,,,,ENG,
2532,"Programming in BASIC, with Applications","Singer, Bernard M.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070574809,1973,1,,,,ENG,
2533,Technical Manager's Survival Book,"Silverman, Melvin",1,Trade Cloth,"McGraw-Hill Companies, The",9780070575158,1984,1,,300,,ENG,
2534,Case Studies for Teacher Problem Solving,"Welty, William M. Lyon, Sally Silverman, Rita A.",3,Paperback,"McGraw-Hill Companies, The",9780070575677,1991,4,,,,ENG,
2535,"Teachers, Schools, and Society","Sadker, David M. Sadker, Myra P.",2,Trade Cloth,McGraw-Hill Higher Education,9780070577848,1996,0,,608,,ENG,
2536,"How to Pay Zero Taxes, 1998 : Your Guide to Every Tax Break the IRS Allows","Schnepper, Jeff A.",1,Paperback,"McGraw-Hill Companies, The",9780070579965,1997,0,,624,,ENG,
2537,Motor Application and Maintenance Handbook,"Smeaton, Robert W.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070584389,1969,,,"ix, 644",,ENG,
2538,Trial by Fire : A People's History of the Civil War and Reconstruction,"Smith, Page",1,Trade Cloth,"McGraw-Hill Companies, The",9780070585713,1982,9,,1024,,ENG,
2539,Human Learning,"Rohrman, N. Smith, Wendell I.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070586956,,,,,,ENG,
2540,Indoor/Outdoor Team-Building Games for Trainers : Powerful Activities from the World of Adventure-Based Team-Building and Ropes Courses,"Snow, Harrison",1,Trade Cloth,"McGraw-Hill Companies, The",9780070595330,1997,,,"ix, 242",,ENG,
2541,Complete Curry Cookbook,"Solomon, Charmaine",1,Trade Cloth,"McGraw-Hill Companies, The",9780070596399,1981,6,,,,ENG,
2542,Morality and Good Life : An Introduction to Ethics Through Classical Sources,"Solomon, Robert C.",1,Trade Cloth,McGraw-Hill Higher Education,9780070596726,1991,9,,448,,ENG,
2543,Schaum's Outline of College Algebra,"Moyer, Roert E. Siegel, Murray R.",2,Paperback,"McGraw-Hill Companies, The",9780070602663,1997,9,,416,,ENG,
2544,How to Play Platform Tennis,"Squires, Dick",1,Paperback,"McGraw-Hill Companies, The",9780070605305,1977,,,,,ENG,Revised
2545,Child Development,Sroufe Dehart,2,"""Book, Other""",McGraw-Hill Higher Education,9780070605817,1999,0,,288,,ENG,Student Edition of Textbook
2546,Metabolic Basis of Inherited Disease,"Fredrickson, Donald S. Wyngaarden, James B. Stanbury, John B.",3,Trade Cloth,"McGraw-Hill Companies, The",9780070607248,1972,,,"xiv, 1778",,ENG,
2547,Fundamentals of Marketing,"Stanton, William John",1,Trade Cloth,"McGraw-Hill Companies, The",9780070608481,1971,,,729,,ENG,
2548,Anglo-American Realm,"Starkey, Otis P. Robinson, J. Lewis Miller, Crane",3,Trade Cloth,"McGraw-Hill Companies, The",9780070608726,1975,2,,384,,ENG,
2549,Fundamentals of Marketing,"Stanton, William J.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070609075,1984,,,608,,ENG,
2550,Fashion Merchandising : An Introduction,"Samples, J. Stone, Elaine",2,Trade Cloth,"McGraw-Hill Companies, The",9780070617421,1985,4,,448,,ENG,
2551,Hole in the Wall : Self-Organising Systems in Education,"Mitra, Sugata",1,Trade Cloth,Penguin Group (USA) Incorporated,9780070617872,2006,,,"xii, 203",,ENG,
2552,Combustion Fundamentals,"Strehlow, Richard A.",1,Trade Cloth,"McGraw-Hill Companies, The",9780070622210,1984,6,,576,,ENG,
2553,"Woman, Society and Change","Sullerot, Evelyne",1,Paperback,"McGraw-Hill Companies, The",9780070623354,1971,,,,,ENG,
2554,Advanced Microprocessors,"Tabak, Daniel",1,Trade Cloth,McGraw-Hill Professional Publishing,9780070628434,1994,0,,529,,ENG,
2555,"Adolescent, Other Citizens, and Their High Schools","Task Force, 1974 Staff",1,Paperback,McGraw-Hill Professional Publishing,9780070629202,1975,4,,,,ENG,
2556,Basic Aerobatics,"Goulian, Mike Szurovy, Geza",2,Trade Cloth,McGraw-Hill School Education Group,9780070629318,1994,2,,"xvi, 254",,ENG,
2557,Interactions One : A Listening/Speaking Skills Book,"Tanka, Judith",1,Paperback,McGraw-Hill Higher Education,9780070631489,1995,0,,128,4,ENG,
2558,Tech Tran Special Report : Machine Vision Systems,Tech Tran Consultants Staff,1,Trade Cloth,"McGraw-Hill Companies, The",9780070632431,1986,5,,224,,ENG,
2559,Network Architecture : Considerations for Design,"Taylor, Ed",1,Trade Cloth,"McGraw-Hill Companies, The",9780070633339,1998,1,,464,,ENG,
2560,"Money, Banking, and Financial Markets","Thomas, Lloyd B.",1,Paperback,McGraw-Hill Higher Education,9780070644465,1997,3,,,,ENG,Student Edition of Textbook
2561,Natural Medicine,"Thomson, Robert",1,Trade Cloth,"McGraw-Hill Companies, The",9780070645134,1978,,,,,ENG,
2562,Philosophies for Living,Timko,1,Paperback,"McGraw-Hill Companies, The",9780070646148,1992,1,,,,ENG,
2563,Portable Lighting Handbook : For Architects and Interior Designers,"Chapman, C. Keeler Traister, John",2,Trade Cloth,McGraw-Hill Professional Publishing,9780070648005,1998,9,,544,,ENG,
2564,Guide to PMS : A Pascal Primer,"Muldner, T. Tomek, I.",2,Trade Cloth,"McGraw-Hill Companies, The",9780070649590,1986,2,,304,,ENG,
2565,Thermal Accommodation and Adsorption Coefficients of Gases,"Ho, C. Y. Touloukian, Y. S.",2,Trade Cloth,McGraw-Hill Higher Education,9780070650312,1981,2,,448,1,ENG,
